target_id	label	sentence	gloss	target_index_start	target_index_end	sense_key
d000.s001.t003	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	a document stating the aims and principles of a political party	8	9	program%1:10:04::
d000.s001.t003	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	an integrated course of academic studies	8	9	program%1:10:05::
d000.s001.t003	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	arrange a program of or for	8	9	program%2:32:00::
d000.s001.t003	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	write a computer program	8	9	program%2:36:00::
d000.s001.t004	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	to a degree (not used with a negative)	9	10	rather%4:02:00::
d000.s001.t004	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	more readily or willingly	9	10	rather%4:02:01::
d000.s001.t004	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	on the contrary; rather (or instead), he wrote her a letter"	9	10	rather%4:02:02::
d000.s001.t004	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	to some (great or small) extent	9	10	rather%4:02:04::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	a person who possesses great material wealth	13	14	have%1:18:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	cause to be born	13	14	have%2:29:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	suffer from; be ill with	13	14	have%2:29:02::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	undergo (as of injuries and illnesses)	13	14	have%2:29:05::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	cause to move; cause to be in a certain position or condition	13	14	have%2:30:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	undergo	13	14	have%2:30:01::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	cause to do; cause to act in a specified manner	13	14	have%2:32:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	serve oneself to, or consume regularly	13	14	have%2:34:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have sex with; archaic use	13	14	have%2:35:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	organize or be responsible for	13	14	have%2:36:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	go through (mental or physical states or experiences)	13	14	have%2:39:06::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have or possess, either in a concrete or an abstract sense	13	14	have%2:40:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have left	13	14	have%2:40:01::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	achieve a point or goal	13	14	have%2:40:02::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	get something; come into possession of	13	14	have%2:40:03::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have ownership or possession of	13	14	have%2:40:04::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	receive willingly something given or offered	13	14	have%2:40:05::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have a personal or business relationship with someone	13	14	have%2:41:00::
d000.s001.t005	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	have as a feature	13	14	have%2:42:00::
d000.s001.t005	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	be confronted with	13	14	have%2:42:12::
d000.s001.t006	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	a successful attempt at scoring	15	16	goal%1:04:00::
d000.s001.t006	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points	15	16	goal%1:06:00::
d000.s001.t006	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	15	16	goal%1:09:00::
d000.s001.t006	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	the place designated as the end (as of a race or journey)	15	16	goal%1:15:00::
d000.s001.t007	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	made more desirable or valuable or profitable; especially made ready for use or marketing	17	18	improved%3:00:00::
d000.s001.t007	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	become or made better in quality	17	18	improved%5:00:00:better:00
d000.s001.t007	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	(of land) made ready for development or agriculture by clearing of trees and brush	17	18	improved%5:00:00:cleared:00
d000.s001.t008	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	a worker who is hired to perform a job	18	19	employee%1:18:00::
d000.s001.t009	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	the spirit of a group that makes the members want the group to succeed	19	20	morale%1:07:00::
d000.s001.t009	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose	19	20	morale%1:26:00::
d000.s001.t010	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	(sentence connectors) because of the reason given	22	23	consequently%4:02:00::
d000.s001.t010	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	as a consequence	22	23	consequently%4:02:01::
d000.s001.t011	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	made greater in size or amount or degree	24	25	increased%3:00:00::
d000.s001.t012	1	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	the quality of being productive or having the power to produce	25	26	productivity%1:07:00::
d000.s001.t012	0	Have you permitted it to become a giveaway program rather than one that has the goal of improved employee morale and , consequently , increased productivity ?	(economics) the ratio of the quantity and quality of units produced to the labor per unit of time	25	26	productivity%1:24:00::
d000.s002.t000	1	What effort do you make to assess results of your program ?	earnest and conscientious activity intended to do or accomplish something	1	2	effort%1:04:00::
d000.s002.t000	0	What effort do you make to assess results of your program ?	use of physical or mental energy; hard work	1	2	effort%1:04:01::
d000.s002.t000	0	What effort do you make to assess results of your program ?	a notable achievement	1	2	effort%1:04:02::
d000.s002.t000	0	What effort do you make to assess results of your program ?	a series of actions advancing a principle or tending toward a particular end	1	2	effort%1:04:03::
d000.s002.t001	0	What effort do you make to assess results of your program ?	the act of mixing cards haphazardly	4	5	make%1:04:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	a recognizable kind	4	5	make%1:09:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	have a bowel movement	4	5	make%2:29:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	eliminate urine	4	5	make%2:29:01::
d000.s002.t001	0	What effort do you make to assess results of your program ?	behave in a certain way	4	5	make%2:29:06::
d000.s002.t001	0	What effort do you make to assess results of your program ?	act in a certain way so as to acquire	4	5	make%2:29:08::
d000.s002.t001	0	What effort do you make to assess results of your program ?	give certain properties to something	4	5	make%2:30:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	put in order or neaten	4	5	make%2:30:02::
d000.s002.t001	0	What effort do you make to assess results of your program ?	cause to be enjoyable or pleasurable	4	5	make%2:30:10::
d000.s002.t001	0	What effort do you make to assess results of your program ?	develop into	4	5	make%2:30:12::
d000.s002.t001	0	What effort do you make to assess results of your program ?	favor the development of	4	5	make%2:30:14::
d000.s002.t001	0	What effort do you make to assess results of your program ?	change from one form into another	4	5	make%2:30:15::
d000.s002.t001	0	What effort do you make to assess results of your program ?	make, formulate, or derive in the mind	4	5	make%2:31:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	consider as being	4	5	make%2:31:10::
d000.s002.t001	0	What effort do you make to assess results of your program ?	calculate as being	4	5	make%2:31:12::
d000.s002.t001	0	What effort do you make to assess results of your program ?	institute, enact, or establish	4	5	make%2:31:13::
d000.s002.t001	0	What effort do you make to assess results of your program ?	cause to do; cause to act in a specified manner	4	5	make%2:32:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	represent fictitiously, as in a play, or pretend to be or act like	4	5	make%2:32:09::
d000.s002.t001	0	What effort do you make to assess results of your program ?	assure the success of	4	5	make%2:32:14::
d000.s002.t001	0	What effort do you make to assess results of your program ?	induce to have sex	4	5	make%2:35:13::
d000.s002.t001	0	What effort do you make to assess results of your program ?	make or cause to be or to become	4	5	make%2:36:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	create or manufacture a man-made product	4	5	make%2:36:01::
d000.s002.t001	0	What effort do you make to assess results of your program ?	organize or be responsible for	4	5	make%2:36:04::
d000.s002.t001	0	What effort do you make to assess results of your program ?	create or design, often in a certain way	4	5	make%2:36:05::
d000.s002.t001	0	What effort do you make to assess results of your program ?	prepare for eating by applying heat	4	5	make%2:36:07::
d000.s002.t001	0	What effort do you make to assess results of your program ?	give rise to; cause to happen or occur, not always intentionally	4	5	make%2:36:08::
d000.s002.t001	0	What effort do you make to assess results of your program ?	create by artistic means	4	5	make%2:36:09::
d000.s002.t001	0	What effort do you make to assess results of your program ?	gather and light the materials for	4	5	make%2:36:10::
d000.s002.t001	0	What effort do you make to assess results of your program ?	make by shaping or bringing together constituents	4	5	make%2:36:11::
d000.s002.t001	0	What effort do you make to assess results of your program ?	perform or carry out	4	5	make%2:36:12::
d000.s002.t001	0	What effort do you make to assess results of your program ?	make by combining materials and parts	4	5	make%2:36:13::
d000.s002.t001	0	What effort do you make to assess results of your program ?	compel or make somebody or something to act in a certain way	4	5	make%2:36:15::
d000.s002.t001	0	What effort do you make to assess results of your program ?	reach a destination, either real or abstract	4	5	make%2:38:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	reach a goal, e.g., "make the first team"	4	5	make%2:38:02::
d000.s002.t001	0	What effort do you make to assess results of your program ?	head into a specified direction	4	5	make%2:38:05::
d000.s002.t001	0	What effort do you make to assess results of your program ?	proceed along a path	4	5	make%2:38:10::
d000.s002.t001	0	What effort do you make to assess results of your program ?	reach in time	4	5	make%2:38:15::
d000.s002.t001	0	What effort do you make to assess results of your program ?	appear to begin an activity	4	5	make%2:39:12::
d000.s002.t001	0	What effort do you make to assess results of your program ?	earn on some commercial or business transaction; earn as salary or wages	4	5	make%2:40:01::
d000.s002.t001	0	What effort do you make to assess results of your program ?	achieve a point or goal	4	5	make%2:40:02::
d000.s002.t001	1	What effort do you make to assess results of your program ?	engage in	4	5	make%2:41:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	form by assembling individuals or constituents	4	5	make%2:41:01::
d000.s002.t001	0	What effort do you make to assess results of your program ?	charge with a function; charge to be	4	5	make%2:41:03::
d000.s002.t001	0	What effort do you make to assess results of your program ?	carry out or commit	4	5	make%2:41:13::
d000.s002.t001	0	What effort do you make to assess results of your program ?	be or be capable of being changed or made into	4	5	make%2:42:00::
d000.s002.t001	0	What effort do you make to assess results of your program ?	to compose or represent:"This wall forms the background of the stage setting"	4	5	make%2:42:05::
d000.s002.t001	0	What effort do you make to assess results of your program ?	undergo fabrication or creation	4	5	make%2:42:09::
d000.s002.t001	0	What effort do you make to assess results of your program ?	amount to	4	5	make%2:42:11::
d000.s002.t001	0	What effort do you make to assess results of your program ?	add up to	4	5	make%2:42:12::
d000.s002.t001	0	What effort do you make to assess results of your program ?	be suitable for	4	5	make%2:42:13::
d000.s002.t001	0	What effort do you make to assess results of your program ?	constitute the essence of	4	5	make%2:42:15::
d000.s002.t002	1	What effort do you make to assess results of your program ?	evaluate or estimate the nature, quality, ability, extent, or significance of	6	7	assess%2:31:00::
d000.s002.t002	0	What effort do you make to assess results of your program ?	estimate the value of (property) for taxation	6	7	assess%2:31:01::
d000.s002.t002	0	What effort do you make to assess results of your program ?	set or determine the amount of (a payment such as a fine)	6	7	assess%2:40:00::
d000.s002.t002	0	What effort do you make to assess results of your program ?	charge (a person or a property) with a payment, such as a tax or a fine	6	7	assess%2:40:01::
d000.s002.t003	0	What effort do you make to assess results of your program ?	a statement that solves a problem or explains how to solve the problem	7	8	result%1:10:00::
d000.s002.t003	0	What effort do you make to assess results of your program ?	the semantic role of the noun phrase whose referent exists only by virtue of the activity denoted by the verb in the clause	7	8	result%1:10:01::
d000.s002.t003	1	What effort do you make to assess results of your program ?	something that results	7	8	result%1:11:00::
d000.s002.t003	0	What effort do you make to assess results of your program ?	a phenomenon that follows and is caused by some previous phenomenon	7	8	result%1:19:00::
d000.s002.t003	0	What effort do you make to assess results of your program ?	come about or follow as a consequence	7	8	result%2:30:00::
